GENE	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_names
CDKN1A	BP	GO:0001558	regulation of cell growth	May-29	420/18614	4.34E-04	0.005893251	0.003132421	978/1026/1457/4088/7157	5	CDA/CDKN1A/CSNK2A1/SMAD3/TP53
CDKN1A	BP	GO:0072593	reactive oxygen species metabolic process	Apr-29	237/18614	4.74E-04	0.006174999	0.003282178	1026/2534/2885/7157	4	CDKN1A/FYN/GRB2/TP53
CDKN1A	BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	Mar-29	103/18614	5.42E-04	0.006631889	0.003525027	1026/2033/7157	3	CDKN1A/EP300/TP53
CDKN1A	BP	GO:0048144	fibroblast proliferation	Mar-29	103/18614	5.42E-04	0.006631889	0.003525027	1026/2099/7157	3	CDKN1A/ESR1/TP53
CDKN1A	BP	GO:0045926	negative regulation of growth	Apr-29	252/18614	5.97E-04	0.007092315	0.003769756	978/1026/4088/7157	4	CDA/CDKN1A/SMAD3/TP53
CDKN1A	BP	GO:0009314	response to radiation	May-29	452/18614	6.06E-04	0.007094243	0.003770781	1026/1387/2033/2885/7157	5	CDKN1A/CREBBP/EP300/GRB2/TP53
CDKN1A	BP	GO:0051348	negative regulation of transferase activity	Apr-29	279/18614	8.73E-04	0.00898774	0.004777225	1026/6714/7157/7532	4	CDKN1A/SRC/TP53/YWHAG
CDKN1A	BP	GO:0016049	cell growth	May-29	495/18614	9.13E-04	0.00907924	0.00482586	978/1026/1457/4088/7157	5	CDA/CDKN1A/CSNK2A1/SMAD3/TP53
CDKN1A	BP	GO:0031571	mitotic G1 DNA damage checkpoint signaling	Feb-29	29/18614	9.27E-04	0.00907924	0.00482586	1026/7157	2	CDKN1A/TP53
CDKN1A	BP	GO:0044819	mitotic G1/S transition checkpoint signaling	Feb-29	29/18614	9.27E-04	0.00907924	0.00482586	1026/7157	2	CDKN1A/TP53
CDKN1A	BP	GO:0071480	cellular response to gamma radiation	Feb-29	30/18614	9.92E-04	0.009519221	0.005059721	1026/7157	2	CDKN1A/TP53
CDKN1A	BP	GO:0046651	lymphocyte proliferation	Apr-29	306/18614	0.001229728	0.011040225	0.005868176	11119/1026/2534/7157	4	BTN3A1/CDKN1A/FYN/TP53
CDKN1A	BP	GO:0032943	mononuclear cell proliferation	Apr-29	313/18614	0.001336677	0.011549078	0.006138645	11119/1026/2534/7157	4	BTN3A1/CDKN1A/FYN/TP53
CDKN1A	BP	GO:0010212	response to ionizing radiation	Mar-29	143/18614	0.001401358	0.011856515	0.006302056	1026/2885/7157	3	CDKN1A/GRB2/TP53
CDKN1A	BP	GO:0009416	response to light stimulus	Apr-29	323/18614	0.001500559	0.0124354	0.006609749	1026/1387/2033/7157	4	CDKN1A/CREBBP/EP300/TP53
CDKN1A	BP	GO:0051053	negative regulation of DNA metabolic process	Mar-29	148/18614	0.001546573	0.012751337	0.006777678	1026/6714/7157	3	CDKN1A/SRC/TP53
CDKN1A	BP	GO:0071496	cellular response to external stimulus	Apr-29	327/18614	0.001569882	0.012877816	0.006844905	978/1026/5594/7157	4	CDA/CDKN1A/MAPK1/TP53
CDKN1A	BP	GO:0007265	Ras protein signal transduction	Apr-29	333/18614	0.001678025	0.013358069	0.007100172	1026/2885/6714/7157	4	CDKN1A/GRB2/SRC/TP53
CDKN1A	BP	GO:0006606	protein import into nucleus	Mar-29	163/18614	0.00203783	0.015460723	0.008217789	1026/4088/7157	3	CDKN1A/SMAD3/TP53
CDKN1A	BP	GO:0051170	import into nucleus	Mar-29	168/18614	0.002220791	0.016424566	0.008730098	1026/4088/7157	3	CDKN1A/SMAD3/TP53
CDKN1A	BP	GO:0009267	cellular response to starvation	Mar-29	170/18614	0.002296745	0.016870633	0.008967194	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	BP	GO:0048660	regulation of smooth muscle cell proliferation	Mar-29	176/18614	0.002534251	0.017962061	0.009547318	1026/3065/6714	3	CDKN1A/HDAC1/SRC
CDKN1A	BP	GO:0034198	cellular response to amino acid starvation	Feb-29	49/18614	0.002633868	0.018586598	0.009879276	1026/5594	2	CDKN1A/MAPK1
CDKN1A	BP	GO:0048659	smooth muscle cell proliferation	Mar-29	180/18614	0.002700744	0.018893519	0.010042412	1026/3065/6714	3	CDKN1A/HDAC1/SRC
CDKN1A	BP	GO:0042770	signal transduction in response to DNA damage	Mar-29	184/18614	0.002873867	0.019350706	0.010285419	1026/2885/7157	3	CDKN1A/GRB2/TP53
CDKN1A	BP	GO:1990928	response to amino acid starvation	Feb-29	52/18614	0.002961246	0.019543326	0.010387802	1026/5594	2	CDKN1A/MAPK1
CDKN1A	BP	GO:0048146	positive regulation of fibroblast proliferation	Feb-29	53/18614	0.00307441	0.019872984	0.010563024	1026/2099	2	CDKN1A/ESR1
CDKN1A	BP	GO:0010332	response to gamma radiation	Feb-29	57/18614	0.003547086	0.022131628	0.011763554	1026/7157	2	CDKN1A/TP53
CDKN1A	BP	GO:0043393	regulation of protein binding	Mar-29	201/18614	0.003685608	0.022489469	0.011953756	1026/2033/6714	3	CDKN1A/EP300/SRC
CDKN1A	BP	GO:0042594	response to starvation	Mar-29	207/18614	0.004002267	0.024012739	0.012763415	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	BP	GO:0042060	wound healing	Apr-29	439/18614	0.004543022	0.025759729	0.013691987	1026/4087/4088/6714	4	CDKN1A/SMAD2/SMAD3/SRC
CDKN1A	BP	GO:0045936	negative regulation of phosphate metabolic process	Apr-29	439/18614	0.004543022	0.025759729	0.013691987	978/1026/7157/7532	4	CDA/CDKN1A/TP53/YWHAG
CDKN1A	BP	GO:0010563	negative regulation of phosphorus metabolic process	Apr-29	440/18614	0.004579782	0.025829504	0.013729074	978/1026/7157/7532	4	CDA/CDKN1A/TP53/YWHAG
CDKN1A	BP	GO:0031669	cellular response to nutrient levels	Mar-29	230/18614	0.005367955	0.02901209	0.015420705	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator	Feb-29	72/18614	0.005599233	0.029569806	0.015717146	1026/7157	2	CDKN1A/TP53
CDKN1A	BP	GO:0031667	response to nutrient levels	Apr-29	477/18614	0.006085872	0.03122149	0.01659506	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
CDKN1A	BP	GO:0007264	small GTPase mediated signal transduction	Apr-29	483/18614	0.006357843	0.032384911	0.017213449	1026/2885/6714/7157	4	CDKN1A/GRB2/SRC/TP53
CDKN1A	BP	GO:0033002	muscle cell proliferation	Mar-29	249/18614	0.006684519	0.033237488	0.017666617	1026/3065/6714	3	CDKN1A/HDAC1/SRC
CDKN1A	BP	GO:0044773	mitotic DNA damage checkpoint signaling	Feb-29	81/18614	0.007036453	0.034457298	0.018314979	1026/7157	2	CDKN1A/TP53
CDKN1A	BP	GO:0031668	cellular response to extracellular stimulus	Mar-29	261/18614	0.007607017	0.036049677	0.019161371	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	BP	GO:0044774	mitotic DNA integrity checkpoint signaling	Feb-29	85/18614	0.007723378	0.036281916	0.019284812	1026/7157	2	CDKN1A/TP53
CDKN1A	BP	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	Feb-29	86/18614	0.007899673	0.036789256	0.019554477	1026/7157	2	CDKN1A/TP53
CDKN1A	BP	GO:0042113	B cell activation	Mar-29	276/18614	0.00886175	0.040568238	0.021563107	1026/2033/7157	3	CDKN1A/EP300/TP53
CDKN1A	BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	Feb-29	95/18614	0.009567286	0.042521627	0.022601386	1026/6714	2	CDKN1A/SRC
CDKN1A	BP	GO:1902807	negative regulation of cell cycle G1/S phase transition	Feb-29	97/18614	0.009957409	0.043607514	0.023178564	1026/7157	2	CDKN1A/TP53
CDKN1A	BP	GO:1990874	vascular associated smooth muscle cell proliferation	Feb-29	97/18614	0.009957409	0.043607514	0.023178564	1026/6714	2	CDKN1A/SRC
CDKN1A	CC	GO:1902554	serine/threonine protein kinase complex	Mar-30	121/19518	8.35E-04	0.019706033	0.012656864	1026/1457/9821	3	CDKN1A/CSNK2A1/RB1CC1
CDKN1A	CC	GO:1902911	protein kinase complex	Mar-30	142/19518	0.001325491	0.026067996	0.016743049	1026/1457/9821	3	CDKN1A/CSNK2A1/RB1CC1
CDKN1A	MF	GO:0031625	ubiquitin protein ligase binding	Apr-32	301/18369	0.001769913	0.008147008	0.003468862	1026/4087/4088/7157	4	CDKN1A/SMAD2/SMAD3/TP53
CDKN1A	MF	GO:0030291	protein serine/threonine kinase inhibitor activity	Feb-32	36/18369	0.001785019	0.008147008	0.003468862	1026/7532	2	CDKN1A/YWHAG
CDKN1A	MF	GO:0044389	ubiquitin-like protein ligase binding	Apr-32	320/18369	0.002211874	0.009602771	0.004088702	1026/4087/4088/7157	4	CDKN1A/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa04110	Cell cycle	Sep-22	158/8848	5.99E-11	1.00E-08	3.72E-09	246184/1026/1387/2033/3065/4087/4088/7157/7532	9	CDC26/CDKN1A/CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53/YWHAG
CDKN1A	NA	hsa05203	Viral carcinogenesis	Sep-22	205/8848	6.19E-10	5.17E-08	1.92E-08	1026/1387/2033/2885/3065/5594/6714/7157/7532	9	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/SRC/TP53/YWHAG
CDKN1A	NA	hsa05215	Prostate cancer	Jul-22	98/8848	2.45E-09	9.58E-08	3.56E-08	367/1026/1387/2033/2885/5594/7157	7	AR/CDKN1A/CREBBP/EP300/GRB2/MAPK1/TP53
CDKN1A	NA	hsa05161	Hepatitis B	Aug-22	163/8848	2.87E-09	9.58E-08	3.56E-08	1026/1387/2033/2885/5594/4088/6714/7157	8	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3/SRC/TP53
CDKN1A	NA	hsa05220	Chronic myeloid leukemia	Jun-22	77/8848	2.38E-08	5.68E-07	2.11E-07	1026/2885/3065/5594/4088/7157	6	CDKN1A/GRB2/HDAC1/MAPK1/SMAD3/TP53
CDKN1A	NA	hsa05166	Human T-cell leukemia virus 1 infection	Aug-22	223/8848	3.39E-08	7.07E-07	2.63E-07	246184/1026/1387/2033/5594/4087/4088/7157	8	CDC26/CDKN1A/CREBBP/EP300/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05210	Colorectal cancer	Jun-22	87/8848	4.99E-08	9.26E-07	3.45E-07	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa01522	Endocrine resistance	Jun-22	99/8848	1.09E-07	1.82E-06	6.75E-07	1026/2099/2885/5594/6714/7157	6	CDKN1A/ESR1/GRB2/MAPK1/SRC/TP53
CDKN1A	NA	hsa05205	Proteoglycans in cancer	Jul-22	204/8848	3.97E-07	5.53E-06	2.06E-06	1026/2099/2885/5594/4087/6714/7157	7	CDKN1A/ESR1/GRB2/MAPK1/SMAD2/SRC/TP53
CDKN1A	NA	hsa04068	FoxO signaling pathway	Jun-22	133/8848	6.31E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594/4088	6	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3
CDKN1A	NA	hsa05211	Renal cell carcinoma	May-22	70/8848	6.36E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594	5	CDKN1A/CREBBP/EP300/GRB2/MAPK1
CDKN1A	NA	hsa05212	Pancreatic cancer	May-22	77/8848	1.03E-06	1.14E-05	4.25E-06	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05226	Gastric cancer	Jun-22	150/8848	1.28E-06	1.34E-05	4.97E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05225	Hepatocellular carcinoma	Jun-22	170/8848	2.66E-06	2.54E-05	9.43E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05219	Bladder cancer	Apr-22	41/8848	2.73E-06	2.54E-05	9.43E-06	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
CDKN1A	NA	hsa05167	Kaposi sarcoma-associated herpesvirus infection	Jun-22	196/8848	6.08E-06	5.34E-05	1.99E-05	1026/1387/2033/5594/6714/7157	6	CDKN1A/CREBBP/EP300/MAPK1/SRC/TP53
CDKN1A	NA	hsa05206	MicroRNAs in cancer	Jul-22	312/8848	6.85E-06	5.72E-05	2.13E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
CDKN1A	NA	hsa05165	Human papillomavirus infection	Jul-22	333/8848	1.05E-05	8.36E-05	3.11E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
CDKN1A	NA	hsa05213	Endometrial cancer	Apr-22	59/8848	1.19E-05	9.05E-05	3.37E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
CDKN1A	NA	hsa05224	Breast cancer	May-22	148/8848	2.56E-05	1.78E-04	6.63E-05	1026/2099/2885/5594/7157	5	CDKN1A/ESR1/GRB2/MAPK1/TP53
CDKN1A	NA	hsa05223	Non-small cell lung cancer	Apr-22	73/8848	2.79E-05	1.86E-04	6.93E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
CDKN1A	NA	hsa05214	Glioma	Apr-22	76/8848	3.27E-05	2.10E-04	7.81E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
CDKN1A	NA	hsa04218	Cellular senescence	May-22	157/8848	3.40E-05	2.11E-04	7.83E-05	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05160	Hepatitis C	May-22	159/8848	3.62E-05	2.16E-04	8.03E-05	1026/2885/5594/7157/7532	5	CDKN1A/GRB2/MAPK1/TP53/YWHAG
CDKN1A	NA	hsa04012	ErbB signaling pathway	Apr-22	86/8848	5.32E-05	3.07E-04	1.14E-04	1026/2885/5594/6714	4	CDKN1A/GRB2/MAPK1/SRC
CDKN1A	NA	hsa05216	Thyroid cancer	Mar-22	37/8848	9.82E-05	5.12E-04	1.90E-04	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	NA	hsa04066	HIF-1 signaling pathway	Apr-22	109/8848	1.34E-04	6.80E-04	2.53E-04	1026/1387/2033/5594	4	CDKN1A/CREBBP/EP300/MAPK1
CDKN1A	NA	hsa05163	Human cytomegalovirus infection	May-22	226/8848	1.92E-04	9.16E-04	3.41E-04	1026/2885/5594/6714/7157	5	CDKN1A/GRB2/MAPK1/SRC/TP53
CDKN1A	NA	hsa04630	JAK-STAT signaling pathway	Apr-22	168/8848	7.02E-04	0.002605905	9.69E-04	1026/1387/2033/2885	4	CDKN1A/CREBBP/EP300/GRB2
CDKN1A	NA	hsa05218	Melanoma	Mar-22	73/8848	7.41E-04	0.002691655	0.001000994	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	NA	hsa01524	Platinum drug resistance	Mar-22	75/8848	8.02E-04	0.002850907	0.001060217	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	NA	hsa04151	PI3K-Akt signaling pathway	May-22	362/8848	0.001650235	0.005103503	0.001897931	1026/2885/5594/7157/7532	5	CDKN1A/GRB2/MAPK1/TP53/YWHAG
CDKN1A	NA	hsa04921	Oxytocin signaling pathway	Mar-22	154/8848	0.006246197	0.015339925	0.005704731	1026/5594/6714	3	CDKN1A/MAPK1/SRC
CDKN1A	NA	hsa05217	Basal cell carcinoma	Feb-22	63/8848	0.010516467	0.02405822	0.008946958	1026/7157	2	CDKN1A/TP53
CDKN1A	NA	hsa05202	Transcriptional misregulation in cancer	Mar-22	193/8848	0.011594465	0.024509819	0.009114903	1026/3065/7157	3	CDKN1A/HDAC1/TP53
CDKN1A	NA	hsa05169	Epstein-Barr virus infection	Mar-22	203/8848	0.013287182	0.02673445	0.009942216	1026/3065/7157	3	CDKN1A/HDAC1/TP53
CDKN1A	NA	hsa04115	p53 signaling pathway	Feb-22	75/8848	0.014676616	0.02849994	0.01059878	1026/7157	2	CDKN1A/TP53
CDKN1A	NA	hsa05222	Small cell lung cancer	Feb-22	93/8848	0.022025036	0.039980229	0.01486816	1026/7157	2	CDKN1A/TP53
CDKN1A	NA	hsa04110	Cell cycle	Sep-22	158/8848	5.99E-11	1.00E-08	3.72E-09	246184/1026/1387/2033/3065/4087/4088/7157/7532	9	CDC26/CDKN1A/CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53/YWHAG
CDKN1A	NA	hsa05203	Viral carcinogenesis	Sep-22	205/8848	6.19E-10	5.17E-08	1.92E-08	1026/1387/2033/2885/3065/5594/6714/7157/7532	9	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/SRC/TP53/YWHAG
CDKN1A	NA	hsa05215	Prostate cancer	Jul-22	98/8848	2.45E-09	9.58E-08	3.56E-08	367/1026/1387/2033/2885/5594/7157	7	AR/CDKN1A/CREBBP/EP300/GRB2/MAPK1/TP53
CDKN1A	NA	hsa05161	Hepatitis B	Aug-22	163/8848	2.87E-09	9.58E-08	3.56E-08	1026/1387/2033/2885/5594/4088/6714/7157	8	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3/SRC/TP53
CDKN1A	NA	hsa05220	Chronic myeloid leukemia	Jun-22	77/8848	2.38E-08	5.68E-07	2.11E-07	1026/2885/3065/5594/4088/7157	6	CDKN1A/GRB2/HDAC1/MAPK1/SMAD3/TP53
CDKN1A	NA	hsa05166	Human T-cell leukemia virus 1 infection	Aug-22	223/8848	3.39E-08	7.07E-07	2.63E-07	246184/1026/1387/2033/5594/4087/4088/7157	8	CDC26/CDKN1A/CREBBP/EP300/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05210	Colorectal cancer	Jun-22	87/8848	4.99E-08	9.26E-07	3.45E-07	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa01522	Endocrine resistance	Jun-22	99/8848	1.09E-07	1.82E-06	6.75E-07	1026/2099/2885/5594/6714/7157	6	CDKN1A/ESR1/GRB2/MAPK1/SRC/TP53
CDKN1A	NA	hsa05205	Proteoglycans in cancer	Jul-22	204/8848	3.97E-07	5.53E-06	2.06E-06	1026/2099/2885/5594/4087/6714/7157	7	CDKN1A/ESR1/GRB2/MAPK1/SMAD2/SRC/TP53
CDKN1A	NA	hsa04068	FoxO signaling pathway	Jun-22	133/8848	6.31E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594/4088	6	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3
CDKN1A	NA	hsa05211	Renal cell carcinoma	May-22	70/8848	6.36E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594	5	CDKN1A/CREBBP/EP300/GRB2/MAPK1
CDKN1A	NA	hsa05212	Pancreatic cancer	May-22	77/8848	1.03E-06	1.14E-05	4.25E-06	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05226	Gastric cancer	Jun-22	150/8848	1.28E-06	1.34E-05	4.97E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05225	Hepatocellular carcinoma	Jun-22	170/8848	2.66E-06	2.54E-05	9.43E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05219	Bladder cancer	Apr-22	41/8848	2.73E-06	2.54E-05	9.43E-06	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
CDKN1A	NA	hsa05167	Kaposi sarcoma-associated herpesvirus infection	Jun-22	196/8848	6.08E-06	5.34E-05	1.99E-05	1026/1387/2033/5594/6714/7157	6	CDKN1A/CREBBP/EP300/MAPK1/SRC/TP53
CDKN1A	NA	hsa05206	MicroRNAs in cancer	Jul-22	312/8848	6.85E-06	5.72E-05	2.13E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
CDKN1A	NA	hsa05165	Human papillomavirus infection	Jul-22	333/8848	1.05E-05	8.36E-05	3.11E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
CDKN1A	NA	hsa05213	Endometrial cancer	Apr-22	59/8848	1.19E-05	9.05E-05	3.37E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
CDKN1A	NA	hsa05224	Breast cancer	May-22	148/8848	2.56E-05	1.78E-04	6.63E-05	1026/2099/2885/5594/7157	5	CDKN1A/ESR1/GRB2/MAPK1/TP53
CDKN1A	NA	hsa05223	Non-small cell lung cancer	Apr-22	73/8848	2.79E-05	1.86E-04	6.93E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
CDKN1A	NA	hsa05214	Glioma	Apr-22	76/8848	3.27E-05	2.10E-04	7.81E-05	1026/2885/5594/7157	4	CDKN1A/GRB2/MAPK1/TP53
CDKN1A	NA	hsa04218	Cellular senescence	May-22	157/8848	3.40E-05	2.11E-04	7.83E-05	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
CDKN1A	NA	hsa05160	Hepatitis C	May-22	159/8848	3.62E-05	2.16E-04	8.03E-05	1026/2885/5594/7157/7532	5	CDKN1A/GRB2/MAPK1/TP53/YWHAG
CDKN1A	NA	hsa04012	ErbB signaling pathway	Apr-22	86/8848	5.32E-05	3.07E-04	1.14E-04	1026/2885/5594/6714	4	CDKN1A/GRB2/MAPK1/SRC
CDKN1A	NA	hsa05216	Thyroid cancer	Mar-22	37/8848	9.82E-05	5.12E-04	1.90E-04	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	NA	hsa04066	HIF-1 signaling pathway	Apr-22	109/8848	1.34E-04	6.80E-04	2.53E-04	1026/1387/2033/5594	4	CDKN1A/CREBBP/EP300/MAPK1
CDKN1A	NA	hsa05163	Human cytomegalovirus infection	May-22	226/8848	1.92E-04	9.16E-04	3.41E-04	1026/2885/5594/6714/7157	5	CDKN1A/GRB2/MAPK1/SRC/TP53
CDKN1A	NA	hsa04630	JAK-STAT signaling pathway	Apr-22	168/8848	7.02E-04	0.002605905	9.69E-04	1026/1387/2033/2885	4	CDKN1A/CREBBP/EP300/GRB2
CDKN1A	NA	hsa05218	Melanoma	Mar-22	73/8848	7.41E-04	0.002691655	0.001000994	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	NA	hsa01524	Platinum drug resistance	Mar-22	75/8848	8.02E-04	0.002850907	0.001060217	1026/5594/7157	3	CDKN1A/MAPK1/TP53
CDKN1A	NA	hsa04151	PI3K-Akt signaling pathway	May-22	362/8848	0.001650235	0.005103503	0.001897931	1026/2885/5594/7157/7532	5	CDKN1A/GRB2/MAPK1/TP53/YWHAG
CDKN1A	NA	hsa04921	Oxytocin signaling pathway	Mar-22	154/8848	0.006246197	0.015339925	0.005704731	1026/5594/6714	3	CDKN1A/MAPK1/SRC
CDKN1A	NA	hsa05217	Basal cell carcinoma	Feb-22	63/8848	0.010516467	0.02405822	0.008946958	1026/7157	2	CDKN1A/TP53
CDKN1A	NA	hsa05202	Transcriptional misregulation in cancer	Mar-22	193/8848	0.011594465	0.024509819	0.009114903	1026/3065/7157	3	CDKN1A/HDAC1/TP53
CDKN1A	NA	hsa05169	Epstein-Barr virus infection	Mar-22	203/8848	0.013287182	0.02673445	0.009942216	1026/3065/7157	3	CDKN1A/HDAC1/TP53
CDKN1A	NA	hsa04115	p53 signaling pathway	Feb-22	75/8848	0.014676616	0.02849994	0.01059878	1026/7157	2	CDKN1A/TP53
CDKN1A	NA	hsa05222	Small cell lung cancer	Feb-22	93/8848	0.022025036	0.039980229	0.01486816	1026/7157	2	CDKN1A/TP53
CERS4	MF	GO:0016410	N-acyltransferase activity	Mar-32	93/18369	5.60E-04	0.004335707	0.001846073	79603/1387/2033	3	CERS4/CREBBP/EP300
CERS4	MF	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	Mar-32	226/18369	0.007007449	0.022273676	0.009483765	79603/1387/2033	3	CERS4/CREBBP/EP300
CERS4	MF	GO:0016746	acyltransferase activity	Mar-32	253/18369	0.009537861	0.029271365	0.012463266	79603/1387/2033	3	CERS4/CREBBP/EP300
CERS4	NA	hsa04071	Sphingolipid signaling pathway	Apr-22	122/8848	2.08E-04	9.37E-04	3.49E-04	79603/2534/5594/7157	4	CERS4/FYN/MAPK1/TP53
CERS4	NA	hsa04071	Sphingolipid signaling pathway	Apr-22	122/8848	2.08E-04	9.37E-04	3.49E-04	79603/2534/5594/7157	4	CERS4/FYN/MAPK1/TP53
CREBBP	BP	GO:0071560	cellular response to transforming growth factor beta stimulus	Aug-29	274/18614	6.54E-09	6.26E-06	3.33E-06	1387/2033/2534/3065/4087/4088/6714/7157	8	CREBBP/EP300/FYN/HDAC1/SMAD2/SMAD3/SRC/TP53
CREBBP	BP	GO:0071559	response to transforming growth factor beta	Aug-29	280/18614	7.74E-09	6.26E-06	3.33E-06	1387/2033/2534/3065/4087/4088/6714/7157	8	CREBBP/EP300/FYN/HDAC1/SMAD2/SMAD3/SRC/TP53
CREBBP	BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	Apr-29	22/18614	3.41E-08	9.27E-06	4.93E-06	1387/2033/2534/6714	4	CREBBP/EP300/FYN/SRC
CREBBP	BP	GO:1990840	response to lectin	Apr-29	22/18614	3.41E-08	9.27E-06	4.93E-06	1387/2033/2534/6714	4	CREBBP/EP300/FYN/SRC
CREBBP	BP	GO:1990858	cellular response to lectin	Apr-29	22/18614	3.41E-08	9.27E-06	4.93E-06	1387/2033/2534/6714	4	CREBBP/EP300/FYN/SRC
CREBBP	BP	GO:0007179	transforming growth factor beta receptor signaling pathway	Jul-29	218/18614	3.44E-08	9.27E-06	4.93E-06	1387/2033/3065/4087/4088/6714/7157	7	CREBBP/EP300/HDAC1/SMAD2/SMAD3/SRC/TP53
CREBBP	BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	Jun-29	148/18614	9.32E-08	2.12E-05	1.13E-05	1387/2033/3065/4087/4088/7157	6	CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53
CREBBP	BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	Jun-29	151/18614	1.05E-07	2.12E-05	1.13E-05	1387/2033/3065/4087/4088/7157	6	CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53
CREBBP	BP	GO:0002757	immune response-activating signaling pathway	Aug-29	423/18614	1.88E-07	3.38E-05	1.79E-05	11119/1387/2033/2099/2534/2885/5594/6714	8	BTN3A1/CREBBP/EP300/ESR1/FYN/GRB2/MAPK1/SRC
CREBBP	BP	GO:0002764	immune response-regulating signaling pathway	Aug-29	450/18614	3.01E-07	4.37E-05	2.32E-05	11119/1387/2033/2099/2534/2885/5594/6714	8	BTN3A1/CREBBP/EP300/ESR1/FYN/GRB2/MAPK1/SRC
