gene_id	gene_name	gene_type	K	Kin	Kout	TypeI	TypeII	Weight	CT_Score	CT_Score_norm	beta_y	p_value	fdr	MR_Score	Gene_Effect	MR_Score_norm
ENSG00000043462	LCP2	protein_coding	30	19	11	0	1	2	60	0.100334448	NA	NA	NA	0	NA	NA
ENSG00000043514	TRIT1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-14.69356032	0.025	0.32364	0	Preventive	0
ENSG00000043591	ADRB1	protein_coding	12	1	11	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000044090	CUL7	protein_coding	5	1	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000044115	CTNNA1	protein_coding	17	10	7	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000044524	EPHA3	protein_coding	8	0	8	2	0	1	8	0.013377926	NA	NA	NA	0	NA	NA
ENSG00000044574	HSPA5	protein_coding	37	7	30	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000046651	OFD1	protein_coding	5	2	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000047315	POLR2B	protein_coding	7	6	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000047346	FAM214A	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	2.198302363	0.001	0.04639	2.198302363	Risk	0.064243655
ENSG00000047410	TPR	protein_coding	5	3	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000047457	CP	protein_coding	4	2	2	0	1	2	8	0.013377926	NA	NA	NA	0	NA	NA
ENSG00000047579	DTNBP1	protein_coding	6	3	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000047597	XK	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000047849	MAP4	protein_coding	10	7	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000047932	GOPC	protein_coding	15	3	12	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000047936	ROS1	protein_coding	4	1	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000048052	HDAC9	protein_coding	20	8	12	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000048462	TNFRSF17	protein_coding	4	0	4	1	0	1	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000048540	LMO3	protein_coding	21	17	4	0	1	2	42	0.070234114	NA	NA	NA	0	NA	NA
ENSG00000049089	COL9A2	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000049130	KITLG	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000049167	ERCC8	protein_coding	6	4	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000049246	PER3	protein_coding	10	7	3	0	1	2	20	0.033444816	NA	NA	NA	0	NA	NA
ENSG00000049249	TNFRSF9	protein_coding	4	0	4	2	0	1	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000049323	LTBP1	protein_coding	8	5	3	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000049449	RCN1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000049540	ELN	protein_coding	5	3	2	0	1	2	10	0.016722408	NA	NA	NA	0	NA	NA
ENSG00000049541	RFC2	protein_coding	4	2	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000049618	ARID1B	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000049759	NEDD4L	protein_coding	8	3	5	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000049768	FOXP3	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000050165	DKK3	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000050344	NFE2L3	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000050405	LIMA1	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000050438	SLC4A8	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000050628	PTGER3	protein_coding	1	0	1	2	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000050748	MAPK9	protein_coding	40	24	16	0	1	2	80	0.133779264	NA	NA	NA	0	NA	NA
ENSG00000050767	COL23A1	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000051108	HERPUD1	protein_coding	8	5	3	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000051128	HOMER3	protein_coding	8	6	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000051180	RAD51	protein_coding	21	12	9	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000051382	PIK3CB	protein_coding	16	8	8	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000051523	CYBA	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000052126	PLEKHA5	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000052841	TTC17	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000052850	ALX4	protein_coding	3	3	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000053254	FOXN3	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000053702	NRIP2	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000053747	LAMA3	protein_coding	5	3	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000053900	ANAPC4	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	10.47091485	0.348	0.7667	0	Risk	0
ENSG00000054118	THRAP3	protein_coding	2	2	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000054148	PHPT1	protein_coding	4	1	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000054219	LY75	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	2.260990857	0.849	0.96385	0	Risk	0
ENSG00000054356	PTPRN	protein_coding	8	1	7	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000054523	KIF1B	protein_coding	12	9	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000054598	FOXC1	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000054654	SYNE2	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000054938	CHRDL2	protein_coding	5	4	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000055118	KCNH2	protein_coding	7	5	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000055130	CUL1	protein_coding	29	21	8	0	1	2	58	0.096989967	NA	NA	NA	0	NA	NA
ENSG00000055163	CYFIP2	protein_coding	7	4	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000055332	EIF2AK2	protein_coding	35	15	20	0	1	2	70	0.117056856	NA	NA	NA	0	NA	NA
ENSG00000055813	CCDC85A	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000055917	PUM2	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000055955	ITIH4	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-2.75599696	0.843	0.96031	0	Preventive	0
ENSG00000056097	ZFR	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000056291	NPFFR2	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000056558	TRAF1	protein_coding	70	32	38	0	1	2	140	0.234113712	NA	NA	NA	0	NA	NA
ENSG00000056736	IL17RB	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000056972	TRAF3IP2	protein_coding	13	10	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000057294	PKP2	protein_coding	5	3	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000057593	F7	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000057608	GDI2	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000057657	PRDM1	protein_coding	7	5	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000058056	USP13	protein_coding	9	1	8	0	1	2	18	0.030100334	NA	NA	NA	0	NA	NA
ENSG00000058272	PPP1R12A	protein_coding	7	5	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000058335	RASGRF1	protein_coding	8	5	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000058404	CAMK2B	protein_coding	11	7	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000058668	ATP2B4	protein_coding	9	7	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000059122	FLYWCH1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000059728	MXD1	protein_coding	18	11	7	0	1	2	36	0.060200669	NA	NA	NA	0	NA	NA
ENSG00000059915	PSD	protein_coding	3	1	2	0	1	2	6	0.010033445	NA	NA	NA	0	NA	NA
ENSG00000060237	WNK1	protein_coding	5	3	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000060339	CCAR1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000060491	OGFR	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-5.493727699	0.2	0.63138	0	Preventive	0
ENSG00000060558	GNA15	protein_coding	20	11	9	0	1	2	40	0.066889632	NA	NA	NA	0	NA	NA
ENSG00000060566	CREB3L3	protein_coding	11	5	6	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000060642	PIGV	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-1.256644122	0.607	0.89223	0	Preventive	0
ENSG00000060656	PTPRU	protein_coding	8	3	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000060688	SNRNP40	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000061273	HDAC7	protein_coding	12	5	7	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000061337	LZTS1	protein_coding	3	3	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000061676	NCKAP1	protein_coding	5	3	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000061938	TNK2	protein_coding	18	14	4	0	1	2	36	0.060200669	NA	NA	NA	0	NA	NA
ENSG00000062038	CDH3	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000062194	GPBP1	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000062725	APPBP2	protein_coding	12	5	7	0	1	2	24	0.040133779	NA	NA	NA	0	NA	NA
ENSG00000062822	POLD1	protein_coding	6	4	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000063046	EIF4B	protein_coding	4	3	1	2	1	0	0	0	3.106462175	0.611	0.89496	0	Risk	0
ENSG00000063241	ISOC2	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000063244	U2AF2	protein_coding	22	11	11	0	1	2	44	0.073578595	NA	NA	NA	0	NA	NA
ENSG00000063245	EPN1	protein_coding	10	6	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000063438	AHRR	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000063515	GSC2	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000063660	GPC1	protein_coding	5	0	5	2	0	1	5	0.008361204	NA	NA	NA	0	NA	NA
ENSG00000063854	HAGH	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.645539822	0.947	0.99221	0	Risk	0
ENSG00000063978	RNF4	protein_coding	11	6	5	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000064012	CASP8	protein_coding	67	25	42	0	1	2	134	0.224080268	NA	NA	NA	0	NA	NA
ENSG00000064115	TM7SF3	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	7.28405607	0.119	0.52435	0	Risk	0
ENSG00000064195	DLX3	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064199	SPA17	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-6.953982907	0.173	0.59816	0	Preventive	0
ENSG00000064300	NGFR	protein_coding	42	12	30	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064313	TAF2	protein_coding	9	9	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064393	HIPK2	protein_coding	25	4	21	0	1	2	50	0.08361204	NA	NA	NA	0	NA	NA
ENSG00000064419	TNPO3	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064490	RFXANK	protein_coding	6	5	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064545	TMEM161A	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064547	LPAR2	protein_coding	3	0	3	2	0	1	3	0.005016722	NA	NA	NA	0	NA	NA
ENSG00000064652	SNX24	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064655	EYA2	protein_coding	8	5	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064692	SNCAIP	protein_coding	12	9	3	0	1	2	24	0.040133779	NA	NA	NA	0	NA	NA
ENSG00000064703	DDX20	protein_coding	26	19	7	0	1	2	52	0.086956522	NA	NA	NA	0	NA	NA
ENSG00000064726	BTBD1	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064835	POU1F1	protein_coding	8	5	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064961	HMG20B	protein_coding	10	7	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064989	CALCRL	protein_coding	5	0	5	2	0	1	5	0.008361204	NA	NA	NA	0	NA	NA
ENSG00000064995	TAF11	protein_coding	21	10	11	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000064999	ANKS1A	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065029	ZNF76	protein_coding	7	5	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065054	SLC9A3R2	protein_coding	23	12	11	0	1	2	46	0.076923077	NA	NA	NA	0	NA	NA
ENSG00000065060	UHRF1BP1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-1.700706403	0.974	0.99875	0	Preventive	0
ENSG00000065135	GNAI3	protein_coding	28	7	21	0	1	2	56	0.093645485	NA	NA	NA	0	NA	NA
ENSG00000065150	IPO5	protein_coding	9	4	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065154	OAT	protein_coding	3	2	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065243	PKN2	protein_coding	13	6	7	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065268	WDR18	protein_coding	5	2	3	2	2	0	0	0	-50.18448552	0.606	0.89223	0	Preventive	0
ENSG00000065308	TRAM2	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065325	GLP2R	protein_coding	2	0	2	1	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000065328	MCM10	protein_coding	26	12	14	0	1	2	52	0.086956522	NA	NA	NA	0	NA	NA
ENSG00000065357	DGKA	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065361	ERBB3	protein_coding	25	4	21	0	1	2	50	0.08361204	NA	NA	NA	0	NA	NA
ENSG00000065457	ADAT1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-7.713004324	0	0	7.713004324	Preventive	0.225406476
ENSG00000065526	SPEN	protein_coding	23	15	8	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065534	MYLK	protein_coding	31	22	9	0	1	2	62	0.10367893	NA	NA	NA	0	NA	NA
ENSG00000065548	ZC3H15	protein_coding	1	0	1	1	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000065559	MAP2K4	protein_coding	19	7	12	0	1	2	38	0.063545151	NA	NA	NA	0	NA	NA
ENSG00000065600	TMEM206	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-5.662629558	0.123	0.53078	0	Preventive	0
ENSG00000065609	SNAP91	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065618	COL17A1	protein_coding	11	4	7	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000065675	PRKCQ	protein_coding	22	7	15	0	1	2	44	0.073578595	NA	NA	NA	0	NA	NA
ENSG00000065717	TLE2	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000065882	TBC1D1	protein_coding	2	0	2	1	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000065978	YBX1	protein_coding	21	14	7	0	1	2	42	0.070234114	NA	NA	NA	0	NA	NA
ENSG00000065989	PDE4A	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066027	PPP2R5A	protein_coding	14	8	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066044	ELAVL1	protein_coding	6	4	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066056	TIE1	protein_coding	3	0	3	1	0	1	3	0.005016722	NA	NA	NA	0	NA	NA
ENSG00000066117	SMARCD1	protein_coding	14	5	9	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066136	NFYC	protein_coding	11	6	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066230	SLC9A3	protein_coding	7	4	3	2	2	0	0	0	-7.184715714	0.26	0.6903	0	Preventive	0
ENSG00000066248	NGEF	protein_coding	8	1	7	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066336	SPI1	protein_coding	34	23	11	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066382	MPPED2	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066422	ZBTB11	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066427	ATXN3	protein_coding	18	8	10	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066455	GOLGA5	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066468	FGFR2	protein_coding	18	1	17	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066777	ARFGEF1	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066855	MTFR1	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000066933	MYO9A	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000067057	PFKP	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000067066	SP100	protein_coding	12	8	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000067082	KLF6	protein_coding	12	6	6	0	1	2	24	0.040133779	NA	NA	NA	0	NA	NA
ENSG00000067182	TNFRSF1A	protein_coding	55	21	34	0	1	2	110	0.183946488	NA	NA	NA	0	NA	NA
ENSG00000067191	CACNB1	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000067334	DNTTIP2	protein_coding	5	2	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000067369	TP53BP1	protein_coding	10	8	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000067533	RRP15	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-5.785708443	0.097	0.47576	0	Preventive	0
ENSG00000067560	RHOA	protein_coding	53	21	32	0	1	2	106	0.177257525	NA	NA	NA	0	NA	NA
ENSG00000067606	PRKCZ	protein_coding	72	36	36	0	1	2	144	0.240802676	NA	NA	NA	0	NA	NA
ENSG00000067715	SYT1	protein_coding	16	5	11	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000067836	ROGDI	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000067900	ROCK1	protein_coding	19	11	8	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000067955	CBFB	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000068024	HDAC4	protein_coding	54	34	20	0	1	2	108	0.180602007	NA	NA	NA	0	NA	NA
ENSG00000068028	RASSF1	protein_coding	19	8	11	0	1	2	38	0.063545151	NA	NA	NA	0	NA	NA
ENSG00000068078	FGFR3	protein_coding	37	15	22	0	1	2	74	0.123745819	NA	NA	NA	0	NA	NA
ENSG00000068079	IFI35	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000068097	HEATR6	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	5.409561638	0.004	0.12604	0	Risk	0
ENSG00000068305	MEF2A	protein_coding	24	17	7	0	1	2	48	0.080267559	NA	NA	NA	0	NA	NA
ENSG00000068323	TFE3	protein_coding	12	6	6	0	1	2	24	0.040133779	NA	NA	NA	0	NA	NA
ENSG00000068383	INPP5A	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000068400	GRIPAP1	protein_coding	9	4	5	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000068654	POLR1A	protein_coding	3	2	1	2	1	0	0	0	6.377789862	0.961	0.99496	0	Risk	0
ENSG00000068781	STON1-GTF2A1L	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	50.95091992	0.589	0.88766	0	Risk	0
ENSG00000068831	RASGRP2	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000069011	PITX1	protein_coding	9	7	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000069329	VPS35	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000069399	BCL3	protein_coding	25	12	13	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000069424	KCNAB2	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000069431	ABCC9	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000069482	GAL	protein_coding	3	2	1	0	1	2	6	0.010033445	NA	NA	NA	0	NA	NA
ENSG00000069667	RORA	protein_coding	19	14	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000069702	TGFBR3	protein_coding	11	0	11	2	0	1	11	0.018394649	NA	NA	NA	0	NA	NA
ENSG00000069869	NEDD4	protein_coding	35	25	10	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000069943	PIGB	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	4.54270273	0.577	0.88063	0	Risk	0
ENSG00000069956	MAPK6	protein_coding	139	70	69	0	1	2	278	0.464882943	NA	NA	NA	0	NA	NA
ENSG00000069966	GNB5	protein_coding	20	12	8	0	1	2	40	0.066889632	NA	NA	NA	0	NA	NA
ENSG00000069974	RAB27A	protein_coding	24	8	16	0	1	2	48	0.080267559	NA	NA	NA	0	NA	NA
ENSG00000070019	GUCY2C	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000070081	NUCB2	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070087	PFN2	protein_coding	26	10	16	0	1	2	52	0.086956522	NA	NA	NA	0	NA	NA
ENSG00000070159	PTPN3	protein_coding	7	4	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070182	SPTB	protein_coding	9	7	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070190	DAPP1	protein_coding	7	4	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070193	FGF10	protein_coding	2	2	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070367	EXOC5	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070371	CLTCL1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070404	FSTL3	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070413	DGCR2	protein_coding	1	0	1	1	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000070423	RNF126	protein_coding	10	6	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070444	MNT	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070476	ZXDC	protein_coding	7	5	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070501	POLB	protein_coding	7	1	6	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070540	WIPI1	protein_coding	5	2	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070718	AP3M2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	5.004303735	0.49	0.85151	0	Risk	0
ENSG00000070729	CNGB1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070748	CHAT	protein_coding	6	2	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070756	PABPC1	protein_coding	18	3	15	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070759	TESK2	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070770	CSNK2A2	protein_coding	66	34	32	0	1	2	132	0.220735786	NA	NA	NA	0	NA	NA
ENSG00000070778	PTPN21	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070785	EIF2B3	protein_coding	5	4	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070808	CAMK2A	protein_coding	38	22	16	0	1	2	76	0.127090301	NA	NA	NA	0	NA	NA
ENSG00000070814	TCOF1	protein_coding	5	2	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070831	CDC42	protein_coding	69	30	39	0	1	2	138	0.230769231	NA	NA	NA	0	NA	NA
ENSG00000070886	EPHA8	protein_coding	6	0	6	2	0	1	6	0.010033445	NA	NA	NA	0	NA	NA
ENSG00000070950	RAD18	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000070961	ATP2B1	protein_coding	7	3	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000071051	NCK2	protein_coding	36	15	21	0	1	2	72	0.120401338	NA	NA	NA	0	NA	NA
ENSG00000071054	MAP4K4	protein_coding	8	3	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000071127	WDR1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000071242	RPS6KA2	protein_coding	8	3	5	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000071243	ING3	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000071539	TRIP13	protein_coding	34	32	2	0	1	2	68	0.113712375	NA	NA	NA	0	NA	NA
ENSG00000071564	TCF3	protein_coding	53	27	26	0	1	2	106	0.177257525	NA	NA	NA	0	NA	NA
